Data e Hora;Saturação de água no óleo - % (Monitor de Umidade MO - Transformador);Saturação de água no óleo convertida para temperatura de referência - % (Monitor de Umidade MO - Transformador);Teor de água no óleo - ppm (Monitor de Umidade MO - Transformador);Temperatura do óleo no sensor de umidade - ºC (Monitor de Umidade MO - Transformador);Tendência de evolução do teor de água no óleo - ppm/dia (Monitor de Umidade MO - Transformador)
06/05/2022 09:26:14;4,5;4,4;3;24,9;0
06/05/2022 09:41:19;4,5;4,4;3;25,3;0
06/05/2022 09:56:00;4,5;4,5;3,1;25,9;0
06/05/2022 10:11:08;4,5;4,7;3,2;26,5;0
06/05/2022 10:26:02;4,3;4,5;3,1;27,2;0
06/05/2022 10:41:13;4,3;4,7;3,2;27,6;0
06/05/2022 10:56:18;4,4;4,8;3,3;28,2;0
06/05/2022 11:11:04;4,2;4,7;3,2;28,4;0
06/05/2022 11:26:07;4,2;4,8;3,3;29,3;0
06/05/2022 11:41:27;4;4,8;3,3;30,3;0
06/05/2022 11:56:20;4;5;3,4;31,3;0
06/05/2022 12:11:18;4;5,1;3,5;31,8;0
06/05/2022 12:26:21;4;5,1;3,5;31,6;0
06/05/2022 12:41:03;4;5,1;3,5;32;0
06/05/2022 12:56:22;4,1;5,4;3,7;32,8;0
06/05/2022 13:11:07;4,1;5,4;3,7;32,6;0
06/05/2022 13:26:02;4,1;5,6;3,8;33,3;0
06/05/2022 13:41:13;4,1;5,7;3,9;33,6;0
06/05/2022 13:56:12;3,9;5,4;3,7;33,7;0
06/05/2022 14:11:18;3,9;5,4;3,7;33,8;0
06/05/2022 14:26:12;3,9;5,6;3,8;34,3;0
06/05/2022 14:41:18;3,9;5,6;3,8;34,3;0
06/05/2022 14:56:05;3,9;5,7;3,9;34,9;0
06/05/2022 15:11:21;3,9;5,7;3,9;35,2;0
06/05/2022 15:26:19;3,9;5,9;4;35,6;0
06/05/2022 15:41:19;3,9;5,9;4;35,6;0
06/05/2022 15:56:17;4,1;6,1;4,2;35,8;0
06/05/2022 16:11:00;3,9;5,9;4;35,8;0
06/05/2022 16:25:59;4,1;6,1;4,2;35,9;0
06/05/2022 16:41:00;4,1;6,1;4,2;35,9;0
06/05/2022 16:56:23;4,1;6,1;4,2;35,7;0
06/05/2022 17:11:00;4,1;6,1;4,2;35,6;0
06/05/2022 17:26:23;4,1;6;4,1;35,3;0
06/05/2022 17:41:01;4,2;6,1;4,2;34,9;0
06/05/2022 17:55:59;4,2;6;4,1;34,5;0
06/05/2022 18:11:02;4,2;5,9;4;34,2;0
06/05/2022 18:26:00;4,4;6,1;4,2;33,7;0
06/05/2022 18:41:02;4,4;6,1;4,2;33,8;0
06/05/2022 18:56:28;4,4;6;4,1;33,5;0
06/05/2022 19:11:04;4,4;6;4,1;33,3;0
06/05/2022 19:26:00;4,4;6;4,1;33,3;0
06/05/2022 19:40:59;4,5;6,1;4,2;33,1;0
06/05/2022 19:56:00;4,5;6,1;4,2;33,1;0
06/05/2022 20:11:04;4,5;6;4,1;32,9;0
06/05/2022 20:26:23;4,5;6;4,1;32,8;0
06/05/2022 20:41:22;4,5;6;4,1;32,8;0
06/05/2022 20:56:21;4,7;6,1;4,2;32;0
06/05/2022 21:11:21;4,7;6;4,1;31,7;0
06/05/2022 21:26:21;4,7;5,9;4;31,3;0
06/05/2022 21:41:21;4,7;5,9;4;31;0
06/05/2022 21:56:22;4,7;5,9;4;30,9;0
06/05/2022 22:11:04;4,7;5,9;4;30,8;0
06/05/2022 22:26:09;4,7;5,7;3,9;30,4;0
06/05/2022 22:41:10;4,8;5,7;3,9;30,1;0
06/05/2022 22:56:02;4,8;5,7;3,9;29,8;0
06/05/2022 23:11:04;4,8;5,6;3,8;29,5;0
06/05/2022 23:26:04;4,8;5,6;3,8;29,5;0
06/05/2022 23:41:07;4,8;5,6;3,8;29,5;0
06/05/2022 23:56:05;4,8;5,6;3,8;29,2;0
07/05/2022 00:11:27;4,8;5,4;3,7;28,8;0
07/05/2022 00:26:07;4,8;5,4;3,7;28,6;0
07/05/2022 00:41:06;4,8;5,3;3,6;28;0
07/05/2022 00:56:04;4,8;5,3;3,6;27,9;0
07/05/2022 01:11:04;4,8;5,1;3,5;27,5;0
07/05/2022 01:26:26;4,8;5,1;3,5;27,3;0
07/05/2022 01:41:08;4,8;5,1;3,5;27;0
07/05/2022 01:56:09;4,8;5;3,4;26,8;0
07/05/2022 02:11:15;5;5,1;3,5;26,3;0
07/05/2022 02:26:18;5;5,3;3,6;26,5;0
07/05/2022 02:41:19;5;5,1;3,5;26,1;0
07/05/2022 02:56:20;5;5,1;3,5;26;0
07/05/2022 03:11:06;5;5;3,4;25,5;0
07/05/2022 03:26:04;5;4,8;3,3;24,8;0
07/05/2022 03:41:03;5;4,8;3,3;24,9;0
07/05/2022 03:56:02;5,1;4,8;3,3;24,3;0
07/05/2022 04:11:04;5;4,8;3,3;24,7;0
07/05/2022 04:26:16;5;4,8;3,3;24,4;0
07/05/2022 04:41:07;5,1;4,7;3,2;23,8;0
07/05/2022 04:56:00;5,1;4,7;3,2;23,8;0
07/05/2022 05:11:03;5;4,7;3,2;23,8;0
07/05/2022 05:26:10;5;4,7;3,2;23,8;0
07/05/2022 05:41:03;5;4,5;3,1;23,5;0
07/05/2022 05:56:05;5;4,7;3,2;23,7;0
07/05/2022 06:11:20;5;4,5;3,1;23,4;0
07/05/2022 06:26:10;5;4,5;3,1;23,3;0
07/05/2022 06:41:09;5;4,5;3,1;23,2;0
07/05/2022 06:56:19;5;4,5;3,1;23,3;0
07/05/2022 07:11:17;5;4,5;3,1;23,4;0
07/05/2022 07:26:19;5;4,5;3,1;23,4;0
07/05/2022 07:41:09;4,8;4,4;3;23,2;0
07/05/2022 07:56:06;4,8;4,4;3;23,7;0
07/05/2022 08:11:03;4,8;4,5;3,1;24;0
07/05/2022 08:26:20;4,8;4,5;3,1;24;0
07/05/2022 08:41:27;4,8;4,7;3,2;24,6;0
07/05/2022 08:56:19;4,8;4,7;3,2;25,1;0
07/05/2022 09:11:26;4,7;4,7;3,2;25,7;0
07/05/2022 09:26:22;4,5;4,5;3,1;25,9;0
07/05/2022 09:41:29;4,5;4,7;3,2;26,5;0
07/05/2022 09:56:19;4,5;4,8;3,3;27,2;0
07/05/2022 10:11:24;4,4;4,8;3,3;27,8;0
07/05/2022 10:26:22;4,4;5;3,4;28,7;0
07/05/2022 10:41:21;4,4;5;3,4;28,9;0
07/05/2022 10:56:21;4,4;5,1;3,5;29,4;0
07/05/2022 11:11:22;4,2;5;3,4;30;0
07/05/2022 11:26:22;4,2;5,1;3,5;30,8;0
07/05/2022 11:41:25;4;5;3,4;31,1;0
07/05/2022 11:56:23;4;5;3,4;31,4;0
07/05/2022 12:11:26;4;5,1;3,5;31,9;0
07/05/2022 12:26:24;4;5,1;3,5;32,1;0
07/05/2022 12:41:21;4,1;5,6;3,8;33,1;0
07/05/2022 12:56:23;4,1;5,4;3,7;32,7;0
07/05/2022 13:11:24;4,1;5,6;3,8;33,1;0
07/05/2022 13:26:22;4,1;5,6;3,8;33;0
07/05/2022 13:41:22;4,1;5,6;3,8;33,2;0
07/05/2022 13:56:21;4,1;5,6;3,8;33,4;0
07/05/2022 14:11:26;4,1;5,6;3,8;33,4;0
07/05/2022 14:26:26;4,1;5,6;3,8;33,4;0
07/05/2022 14:41:19;4,2;5,7;3,9;33,3;0
07/05/2022 14:56:21;4,1;5,6;3,8;33,4;0
07/05/2022 15:11:25;4,2;5,7;3,9;33,3;0
07/05/2022 15:26:19;4,2;5,7;3,9;33,3;0
07/05/2022 15:41:22;4,2;5,7;3,9;33,3;0
07/05/2022 15:56:21;4,2;5,7;3,9;33,6;0
07/05/2022 16:11:22;4,2;5,9;4;33,7;0
07/05/2022 16:26:24;4,2;5,9;4;33,8;0
07/05/2022 16:41:21;4,2;5,9;4;33,8;0
07/05/2022 16:56:25;4,2;5,9;4;33,8;0
07/05/2022 17:11:21;4,2;5,9;4;33,7;0
07/05/2022 17:26:23;4,2;5,7;3,9;33,1;0
07/05/2022 17:41:24;4,2;5,7;3,9;33,1;0
07/05/2022 17:56:21;4,4;5,9;4;32,7;0
07/05/2022 18:11:23;4,4;5,9;4;32,7;0
07/05/2022 18:26:21;4,4;5,7;3,9;32,4;0
07/05/2022 18:41:24;4,4;5,9;4;32,5;0
07/05/2022 18:56:25;4,4;5,9;4;32,7;0
07/05/2022 19:11:29;4,4;5,9;4;32,5;0
07/05/2022 19:26:23;4,5;5,9;4;32,4;0
07/05/2022 19:41:23;4,5;5,9;4;32;0
07/05/2022 19:56:30;4,5;5,7;3,9;31,7;0
07/05/2022 20:11:02;4,5;5,7;3,9;31,7;0
07/05/2022 20:26:29;4,5;5,7;3,9;31,8;0
07/05/2022 20:41:28;4,5;5,7;3,9;31,7;0
07/05/2022 20:56:27;4,5;5,7;3,9;31,6;0
07/05/2022 21:11:30;4,5;5,7;3,9;31,2;0
07/05/2022 21:26:27;4,5;5,7;3,9;31,2;0
07/05/2022 21:41:30;4,7;5,9;4;31,1;0
07/05/2022 21:56:27;4,7;5,9;4;31,1;0
07/05/2022 22:11:05;4,7;5,7;3,9;30,6;0
07/05/2022 22:26:19;4,7;5,7;3,9;30,3;0
07/05/2022 22:41:14;4,7;5,7;3,9;30,4;0
07/05/2022 22:56:06;4,7;5,6;3,8;30;0
07/05/2022 23:11:04;4,7;5,6;3,8;29,6;0
07/05/2022 23:26:07;4,7;5,6;3,8;29,9;0
07/05/2022 23:41:05;4,7;5,6;3,8;29,6;0
07/05/2022 23:56:04;4,7;5,6;3,8;29,6;0
08/05/2022 00:11:30;4,7;5,4;3,7;29,4;0
08/05/2022 00:26:25;4,7;5,4;3,7;29,4;0
08/05/2022 00:41:25;4,8;5,4;3,7;28,4;0
08/05/2022 00:56:25;4,7;5,3;3,6;28,4;0
08/05/2022 01:11:25;4,8;5,4;3,7;28,2;0
08/05/2022 01:26:22;4,8;5,3;3,6;28;0
08/05/2022 01:41:21;4,7;5,1;3,5;28;0
08/05/2022 01:56:24;4,7;5,1;3,5;27,8;0
08/05/2022 02:11:24;4,8;5,3;3,6;27,6;0
08/05/2022 02:26:23;4,8;5,1;3,5;27,3;0
08/05/2022 02:41:26;4,8;5,1;3,5;27,3;0
08/05/2022 02:56:06;4,8;5,1;3,5;26,9;0
08/05/2022 03:11:00;4,8;5,1;3,5;27,1;0
08/05/2022 03:26:30;4,8;5,1;3,5;26,9;0
08/05/2022 03:41:24;4,8;5;3,4;26,6;0
08/05/2022 03:56:29;4,8;5;3,4;26,6;0
08/05/2022 04:11:24;4,8;5;3,4;26,3;0
08/05/2022 04:26:00;4,8;5;3,4;26,3;0
08/05/2022 04:41:28;4,8;5;3,4;26,1;0
08/05/2022 04:56:26;4,8;5;3,4;26,1;0
08/05/2022 05:11:29;4,8;5;3,4;26,1;0
08/05/2022 05:26:26;4,8;5;3,4;26,1;0
08/05/2022 05:41:00;4,8;5;3,4;26,1;0
08/05/2022 05:56:27;4,8;5;3,4;26,1;0
08/05/2022 06:11:27;4,8;5;3,4;26,1;0
08/05/2022 06:26:28;4,8;5;3,4;26,1;0
08/05/2022 06:41:01;4,8;5;3,4;26,1;0
08/05/2022 06:56:22;4,8;5;3,4;26,1;0
08/05/2022 07:10:59;4,8;5;3,4;26,1;0
08/05/2022 07:26:00;4,8;5;3,4;26,1;0
08/05/2022 07:41:28;4,8;5;3,4;26,1;0
08/05/2022 07:56:25;4,8;5;3,4;26,1;0
08/05/2022 08:11:04;4,8;5;3,4;26,1;0
08/05/2022 08:26:26;4,8;5;3,4;26,1;0
08/05/2022 08:41:00;4,8;5;3,4;26,1;0
08/05/2022 08:56:28;4,8;5;3,4;26,1;0
08/05/2022 09:11:04;4,8;5;3,4;26,1;0
08/05/2022 09:26:03;4,8;5;3,4;26,1;0
08/05/2022 09:41:01;4,8;5;3,4;26,1;0
08/05/2022 09:56:01;4,8;5;3,4;26,1;0
08/05/2022 10:11:01;4,8;5;3,4;26,1;0
08/05/2022 10:25:59;4,8;5;3,4;26,1;0
08/05/2022 10:41:02;4,8;5;3,4;26,1;0
08/05/2022 10:56:25;4,8;5;3,4;26,1;0
08/05/2022 11:11:00;4,8;5;3,4;26,1;0
08/05/2022 11:26:27;4,8;5;3,4;26,1;0
08/05/2022 11:41:32;4,8;5;3,4;26,1;0
08/05/2022 11:55:59;4,8;5;3,4;26,1;0
08/05/2022 12:11:03;4,8;5;3,4;26,1;0
08/05/2022 12:26:01;4,8;5;3,4;26,1;0
08/05/2022 12:41:03;4,8;5;3,4;26,1;0
08/05/2022 12:56:29;4,8;5;3,4;26,1;0
08/05/2022 13:11:31;4,8;5;3,4;26,1;0
08/05/2022 13:26:28;4,8;5;3,4;26,1;0
08/05/2022 13:41:04;4,8;5;3,4;26,1;0
08/05/2022 13:56:05;4,8;5;3,4;26,1;0
08/05/2022 14:11:04;4,8;5;3,4;26,1;0
08/05/2022 14:26:00;4,8;5;3,4;26,1;0
08/05/2022 14:41:00;4,8;5;3,4;26,1;0
08/05/2022 14:56:30;4,8;5;3,4;26,1;0
08/05/2022 15:11:02;4,8;5;3,4;26,1;0
08/05/2022 15:26:00;4,8;5;3,4;26,1;0
08/05/2022 15:41:04;4,8;5;3,4;26,1;0
08/05/2022 15:56:01;4,8;5;3,4;26,1;0
08/05/2022 16:11:03;4,8;5;3,4;26,1;0
08/05/2022 16:26:01;4,8;5;3,4;26,1;0
08/05/2022 16:41:05;4,8;5;3,4;26,1;0
08/05/2022 16:56:00;4,8;5;3,4;26,1;0
08/05/2022 17:11:07;4,2;5,6;3,8;32,9;0
08/05/2022 17:26:01;4,2;5,6;3,8;32,8;0
08/05/2022 17:41:03;4,2;5,6;3,8;32,9;0
08/05/2022 17:56:02;4,2;5,7;3,9;33;0
08/05/2022 18:11:05;4,2;5,7;3,9;33,1;0
08/05/2022 18:26:02;4,2;5,7;3,9;33,3;0
08/05/2022 18:41:05;4,2;5,7;3,9;33,3;0
08/05/2022 18:56:01;4,2;5,7;3,9;33,5;0
08/05/2022 19:11:17;4,2;5,7;3,9;33,6;0
08/05/2022 19:26:03;4,2;5,7;3,9;33,3;0
08/05/2022 19:41:07;4,4;6;4,1;33,2;0
08/05/2022 19:56:06;4,4;5,9;4;32,8;0
08/05/2022 20:11:13;4,4;5,9;4;32,8;0
08/05/2022 20:26:06;4,5;6;4,1;32,8;0
08/05/2022 20:41:04;4,4;5,9;4;32,6;0
08/05/2022 20:56:03;4,5;6;4,1;32,5;0
08/05/2022 21:11:06;4,5;5,9;4;32,3;0
08/05/2022 21:26:04;4,5;5,9;4;32,1;0
08/05/2022 21:41:06;4,5;5,7;3,9;31,7;0
08/05/2022 21:56:03;4,5;5,7;3,9;31,5;0
08/05/2022 22:11:12;4,5;5,7;3,9;31,3;0
08/05/2022 22:26:08;4,7;5,9;4;31,1;0
08/05/2022 22:41:12;4,7;5,9;4;30,8;0
08/05/2022 22:56:11;4,7;5,7;3,9;30,6;0
08/05/2022 23:11:12;4,7;5,7;3,9;30,2;0
08/05/2022 23:26:10;4,7;5,4;3,7;29,3;0
08/05/2022 23:41:28;4,8;5,6;3,8;28,9;0
08/05/2022 23:56:20;4,8;5,4;3,7;28,7;0
09/05/2022 00:11:08;4,8;5,4;3,7;28,6;0
09/05/2022 00:26:07;4,8;5,4;3,7;28,4;0
09/05/2022 00:41:05;4,8;5,3;3,6;27,9;0
09/05/2022 00:56:04;4,8;5,1;3,5;27,5;0
09/05/2022 01:11:03;4,8;5;3,4;26,8;0
09/05/2022 01:26:04;4,8;5;3,4;26,8;0
09/05/2022 01:41:03;5;5,3;3,6;26,7;0
09/05/2022 01:56:02;4,8;5;3,4;26,5;0
09/05/2022 02:11:03;5;5,1;3,5;26,1;0
09/05/2022 02:26:02;5;5;3,4;25,7;0
09/05/2022 02:41:08;5;5;3,4;25,5;0
09/05/2022 02:56:13;5;5;3,4;25,4;0
09/05/2022 03:11:24;5;5;3,4;25,3;0
09/05/2022 03:26:26;5;4,8;3,3;24,9;0
09/05/2022 03:41:29;5;4,8;3,3;24,8;0
09/05/2022 03:56:23;5;4,8;3,3;24,7;0
09/05/2022 04:11:24;5;4,8;3,3;24,6;0
09/05/2022 04:26:24;5;4,8;3,3;24,5;0
09/05/2022 04:41:14;5;4,7;3,2;24,3;0
09/05/2022 04:56:12;5;4,7;3,2;24,2;0
09/05/2022 05:11:18;5;4,8;3,3;24,7;0
09/05/2022 05:26:17;4,8;4,5;3,1;24,4;0
09/05/2022 05:41:12;4,8;4,7;3,2;24,9;0
09/05/2022 05:56:03;4,8;4,7;3,2;24,7;0
09/05/2022 06:11:09;4,8;4,7;3,2;24,7;0
09/05/2022 06:26:03;4,8;4,7;3,2;24,6;0
09/05/2022 06:41:13;4,8;4,5;3,1;24,4;0
09/05/2022 06:56:01;4,8;4,5;3,1;24,4;0
09/05/2022 07:11:20;5;4,8;3,3;24,5;0
09/05/2022 07:26:03;5;4,8;3,3;24,9;0
09/05/2022 07:41:09;4,8;4,7;3,2;25,1;0
09/05/2022 07:56:06;4,8;4,8;3,3;25,6;0
09/05/2022 08:11:13;4,7;4,7;3,2;25,7;0
09/05/2022 08:26:11;4,7;4,7;3,2;25,7;0
09/05/2022 08:41:07;4,7;4,7;3,2;25,7;0
09/05/2022 08:56:07;4,7;4,7;3,2;25,7;0
09/05/2022 09:11:04;4,7;4,7;3,2;25,7;0
09/05/2022 09:26:11;4,7;4,7;3,2;25,7;0
09/05/2022 09:41:20;4,7;4,7;3,2;25,7;0
09/05/2022 09:56:07;4,4;5,1;3,5;29,1;0
09/05/2022 10:11:10;4,2;4,8;3,3;29,4;0
09/05/2022 10:26:24;4,4;5,3;3,6;29,8;0
09/05/2022 10:41:22;4,2;5,1;3,5;30,2;0
09/05/2022 10:56:30;4,2;5,1;3,5;30,6;0
09/05/2022 11:11:16;4,2;5,3;3,6;31,3;0
09/05/2022 11:26:17;4,2;5,4;3,7;31,6;0
09/05/2022 11:41:20;4,2;5,4;3,7;31,7;0
09/05/2022 11:56:19;4,2;5,4;3,7;32,2;0
09/05/2022 12:11:00;4,1;5,6;3,8;33;0
09/05/2022 12:26:06;4,1;5,6;3,8;33,1;0
09/05/2022 12:41:07;4,1;5,4;3,7;32,9;0
09/05/2022 12:56:10;4,1;5,4;3,7;32,7;0
09/05/2022 13:11:11;4,1;5,6;3,8;33,3;0
09/05/2022 13:26:35;4,1;5,6;3,8;33,4;0
09/05/2022 13:41:07;4,1;5,7;3,9;33,9;0
09/05/2022 13:56:04;4,1;5,9;4;34,6;0
09/05/2022 14:11:05;4,1;5,9;4;34,5;0
09/05/2022 14:26:03;3,9;5,7;3,9;35,1;0
09/05/2022 14:41:13;4,1;6;4,1;34,9;0
09/05/2022 14:56:07;4,1;6;4,1;35;0
09/05/2022 15:11:09;4,1;6;4,1;35,4;0
09/05/2022 15:26:10;4,1;6;4,1;35,4;0
09/05/2022 15:41:07;4,1;6;4,1;35,4;0
09/05/2022 15:56:03;4,1;6;4,1;35,1;0
09/05/2022 16:11:07;4,1;6;4,1;35,5;0
09/05/2022 16:26:16;4,1;6,1;4,2;35,6;0
09/05/2022 16:41:07;4,1;6;4,1;35,4;0
09/05/2022 16:56:07;4,1;6;4,1;35,4;0
09/05/2022 17:11:14;4,2;6,1;4,2;35,1;0
09/05/2022 17:26:07;4,2;6,1;4,2;35;0
09/05/2022 17:41:05;4,2;6;4,1;34,7;0
09/05/2022 17:56:04;4,2;6;4,1;34,7;0
09/05/2022 18:11:06;4,4;6,3;4,3;34,4;0
09/05/2022 18:26:03;4,4;6,1;4,2;34,1;0
09/05/2022 18:41:29;4,4;6,1;4,2;33,7;0
09/05/2022 18:56:02;4,4;6;4,1;33,5;0
09/05/2022 19:11:16;4,4;6;4,1;33,3;0
09/05/2022 19:26:00;4,4;6;4,1;33,6;0
09/05/2022 19:41:01;4,4;6;4,1;33,2;0
09/05/2022 19:56:31;4,5;6;4,1;32,6;0
09/05/2022 20:11:11;4,7;6,1;4,2;32,3;0
09/05/2022 20:26:11;4,7;6;4,1;31,8;0
09/05/2022 20:41:22;4,7;6;4,1;31,5;0
09/05/2022 20:56:08;4,7;5,9;4;31;0
09/05/2022 21:11:16;4,7;5,9;4;31,3;0
09/05/2022 21:26:08;4,7;6;4,1;31,5;0
09/05/2022 21:41:08;4,7;6;4,1;31,6;0
09/05/2022 21:56:08;4,7;6;4,1;31,4;0
09/05/2022 22:11:18;4,7;6;4,1;31,4;0
09/05/2022 22:26:01;4,7;5,9;4;31;0
09/05/2022 22:41:07;4,7;5,9;4;30,8;0
09/05/2022 22:56:21;4,7;5,7;3,9;30,6;0
09/05/2022 23:11:17;4,7;5,7;3,9;30,1;0
09/05/2022 23:26:18;4,8;5,7;3,9;29,8;0
09/05/2022 23:41:22;4,8;5,6;3,8;29,3;0
09/05/2022 23:56:19;4,8;5,4;3,7;28,7;0
10/05/2022 00:11:12;5;5,6;3,8;28,1;0
10/05/2022 00:26:15;5;5,4;3,7;27,6;0
10/05/2022 00:41:19;5;5,4;3,7;27,2;0
10/05/2022 00:56:18;5;5,3;3,6;27,1;0
10/05/2022 01:11:20;5;5,3;3,6;26,5;0
10/05/2022 01:26:17;5,1;5,3;3,6;26,1;0
10/05/2022 01:41:25;5,1;5,1;3,5;25,7;0
10/05/2022 01:56:25;5,1;5;3,4;25,1;0
10/05/2022 02:11:29;5,1;5;3,4;24,7;0
10/05/2022 02:26:02;5,1;5;3,4;24,9;0
10/05/2022 02:41:01;5,1;5;3,4;24,6;0
10/05/2022 02:56:35;5,1;5;3,4;24,6;0
10/05/2022 03:11:05;5,1;4,8;3,3;24,3;0
10/05/2022 03:26:05;5,1;4,8;3,3;23,9;0
10/05/2022 03:41:00;5,1;4,8;3,3;24;0
10/05/2022 03:55:59;5,1;4,7;3,2;23,7;0
10/05/2022 04:11:00;5,1;4,7;3,2;23,7;0
10/05/2022 04:26:02;5;4,7;3,2;23,6;0
10/05/2022 04:41:06;5,1;4,7;3,2;23,4;0
10/05/2022 04:56:04;5,1;4,7;3,2;23,3;0
10/05/2022 05:11:05;5;4,5;3,1;23,3;0
10/05/2022 05:26:00;5;4,5;3,1;23,2;0
10/05/2022 05:41:04;5;4,5;3,1;23,3;0
10/05/2022 05:56:04;5;4,5;3,1;23,2;0
10/05/2022 06:11:07;5;4,5;3,1;23,2;0
10/05/2022 06:26:06;5;4,5;3,1;23,2;0
10/05/2022 06:41:06;4,8;4,4;3;23,7;0
10/05/2022 06:56:03;4,8;4,4;3;23,7;0
10/05/2022 07:11:14;5;4,7;3,2;23,9;0
10/05/2022 07:26:07;4,8;4,5;3,1;24,5;0
10/05/2022 07:41:07;5;4,8;3,3;24,5;0
10/05/2022 07:56:05;4,8;4,7;3,2;24,7;0
10/05/2022 08:11:29;4,8;4,8;3,3;25,4;0
10/05/2022 08:26:28;4,7;4,7;3,2;25,7;0
10/05/2022 08:41:10;4,7;4,8;3,3;26,2;0
10/05/2022 08:55:59;4,5;4,7;3,2;26,5;0
10/05/2022 09:11:25;4,5;4,7;3,2;26,7;0
10/05/2022 09:26:37;4,5;4,8;3,3;27;0
10/05/2022 09:41:02;4,5;4,8;3,3;27,5;0
10/05/2022 09:56:30;4,5;4,8;3,3;27,6;0
10/05/2022 10:11:02;4,5;4,8;3,3;27,6;0
10/05/2022 10:26:39;4,5;5;3,4;27,8;0
10/05/2022 10:40:59;4,4;5;3,4;28,5;0
10/05/2022 10:56:05;4,4;5,1;3,5;29,2;0
10/05/2022 11:11:06;4,4;5,1;3,5;29,6;0
10/05/2022 11:26:08;4,2;5;3,4;29,8;0
10/05/2022 11:41:04;4,2;5,1;3,5;30,5;0
10/05/2022 11:56:11;4,2;5,3;3,6;31,4;0
10/05/2022 12:11:02;4,2;5,4;3,7;31,8;0
10/05/2022 12:26:14;4,2;5,4;3,7;31,6;0
10/05/2022 12:41:02;4,2;5,3;3,6;31,3;0
10/05/2022 12:56:35;4,2;5,4;3,7;31,9;0
10/05/2022 13:11:02;4,2;5,6;3,8;32,5;0
10/05/2022 13:25:59;4,1;5,4;3,7;32,5;0
10/05/2022 13:41:06;4,1;5,4;3,7;32,4;0
10/05/2022 13:56:40;4,1;5,3;3,6;32,2;0
10/05/2022 14:11:11;4,2;5,6;3,8;32,5;0
10/05/2022 14:26:00;4,1;5,4;3,7;32,9;0
10/05/2022 14:41:12;4,2;5,7;3,9;33,5;0
10/05/2022 14:56:03;4,1;5,6;3,8;33,5;0
10/05/2022 15:11:01;4,1;5,6;3,8;33,5;0
10/05/2022 15:26:00;4,1;5,6;3,8;33,3;0
10/05/2022 15:41:02;4,1;5,6;3,8;33,5;0
10/05/2022 15:56:08;4,2;5,7;3,9;33,5;0
10/05/2022 16:11:07;4,2;5,9;4;33,7;0
10/05/2022 16:26:09;4,2;5,7;3,9;33,6;0
10/05/2022 16:41:10;4,2;5,9;4;33,9;0
10/05/2022 16:56:08;4,2;5,9;4;33,7;0
10/05/2022 17:11:13;4,2;5,9;4;33,9;0
10/05/2022 17:26:06;4,2;5,9;4;34,1;0
10/05/2022 17:41:11;4,2;5,9;4;33,8;0
10/05/2022 17:56:08;4,2;5,9;4;33,7;0
10/05/2022 18:11:09;4,2;5,7;3,9;33,5;0
10/05/2022 18:26:06;4,4;6;4,1;33,1;0
10/05/2022 18:41:13;4,4;6;4,1;33,1;0
10/05/2022 18:56:10;4,4;5,9;4;33;0
10/05/2022 19:11:08;4,4;5,9;4;33;0
10/05/2022 19:26:08;4,4;5,9;4;33;0
10/05/2022 19:41:13;4,5;6;4,1;32,5;0
10/05/2022 19:56:11;4,5;5,9;4;32,3;0
10/05/2022 20:11:19;4,5;5,9;4;32;0
10/05/2022 20:26:11;4,5;5,7;3,9;31,7;0
10/05/2022 20:41:15;4,5;5,7;3,9;31,5;0
10/05/2022 20:56:10;4,7;5,9;4;31,3;0
10/05/2022 21:11:10;4,7;5,9;4;31,1;0
